Gene	cluster
SEMA6B	2
PRRC1	2
SNRPG	17
SEMA6C	6
FBXO42	5
SEMA6D	10
ZFAS1	17
SENP3	4
SENP5	5
SENP8	9
SEPHS1	18
SEPHS2	18
SEPSECS	4
XPO5	2
SERAC1	2
TPST1	5
MRPS9	19
SERF2	17
SERGEF	5
SERINC1	14
SERINC3	14
SERINC4	1
ACOXL	3
VEGFB	3
SERPINE2	10
AKAP1	3
SERPINF1	13
ANKRD13D	16
SERPINH1	3
SERPINI1	10
ONECUT1	3
SERPINI2	3
SET	17
VCX2	6
SETBP1	10
SETD1B	6
SETD2	5
SETD3	5
SETD4	4
SETD5	5
POR	2
SETD6	4
SETMAR	9
SETX	5
SF1	14
STAR	6
SF3A3	9
SF3B1	14
SF3B2	17
SF3B3	2
SF3B5	9
SFI1	2
SFMBT2	10
SFR1	9
SFRP1	3
SPIN1	5
SFRP5	1
SFSWAP	5
SFT2D1	9
NSMCE1	9
SFT2D3	6
SH3GL2	10
SFXN2	4
SFXN3	4
TRIM14	2
SFXN5	10
ACYP2	10
SGCB	14
SGCE	5
SGK1	10
SGO1	11
SGPL1	25
UBE2B	14
SGPP1	2
SNHG22	2
SNAPC4	4
SGTB	14
SH2B1	2
SH2D3C	4
SH3BGRL2	5
SH3BP2	3
SH3BP5	19
SH3BP5-AS1	1
SH3GL1	2
SH3GLB1	5
SH3GLB2	7
SH3RF3	10
SH3TC1	25
DEGS2	1
SHANK3	2
TRAPPC2B	9
SHBG	1
SHC1	4
FBXO45	6
SHD	3
SHISA4	23
SHISA9	10
SHKBP1	1
SHROOM2	4
ARC	13
SHROOM4	7
SNRPA	6
SIAE	3
SIAH1	2
SIAH2	4
SIDT1	10
SIGLEC1	1
SIGMAR1	6
SIK2	5
SIK3	10
RCN3	1
SIKE1	26
LRRC28	5
SIM2	1
SIMC1	5
SIPA1	1
SIPA1L1	10
SIRT1	2
SIRT2	5
SIRT6	15
SIVA1	11
SIX4	1
SKI	19
VMAC	1
SKIDA1	6
SKP1	17
SKP2	7
SLAIN2	5
SLC10A3	6
SLC10A5	1
PPAT	2
ALDH1A2	10
SLC11A2	7
SLC12A2	10
HK2	3
SLC12A5	14
SLC12A7	3
ZEB1	10
SLC12A8	19
SLC13A3	5
SLC16A1-AS1	5
SLC16A13	1
HNRNPL	16
SLC16A2	20
SLC16A3	1
SLC16A9	3
SLC17A5	5
SLC17A7	19
SRP9	17
SLC18A1	3
SLC18A3	6
SLC18B1	3
SLC19A1	3
SLC19A2	4
SLC1A2	10
SLC1A4	18
SLC1A5	3
DRAXIN	3
SLC1A6	23
SLC22A17	14
RPS23	12
SLC22A5	4
SLC22A7	18
STX6	19
SLC23A2	5
SLC24A1	18
SLC25A14	9
SLC25A16	5
GPKOW	9
ZBTB49	9
SLC25A19	9
ST8SIA1	10
SLC25A22	16
SLC25A28	2
SLC25A32	2
SLC25A35	1
SLC25A40	2
SLC25A42	2
SLC25A44	6
CRCP	2
SLC25A51	2
SLC25A53	2
SLC26A1	9
SLC26A11	14
UBE2F	2
KCTD1	19
MTBP	4
SLC26A6	1
SLC27A1	2
SLC27A5	9
SLC2A10	3
SLC2A6	16
SLC2A8	9
SLC30A10	3
FAM86DP	1
SLC30A9	5
SLC33A1	2
SLC35A1	2
SLC35A2	6
GID8	6
SLC35A5	14
TUBA1C	18
SLC35B1	9
SLC35B4	17
COASY	6
SLC35C2	4
SLC35D1	2
SLC35E2B	2
SLC35F1	10
SLC35F4	8
SLC35F5	5
SLC35F6	4
ZMYM2	10
SLC35G2	2
SLC37A1	2
SLC38A1	14
SLC38A9	5
SLC39A1	9
TSPAN3	14
SLC39A10	5
SLC39A13	23
SLC39A3	15
SLC39A6	14
SLC39A8	11
SLC39A9	2
SLC41A2	5
SLC41A3	2
SLC44A2	2
SLC45A3	7
SLC45A4	2
SLC48A1	17
CHRNA7	3
SLC4A3	3
SLC4A5	2
ACOT7	5
TRAPPC4	9
SLC4A7	10
SLC51A	1
RNF111	5
AGA	9
SLC5A7	3
IPO11	5
PI4K2A	4
SLC6A13	3
SLC6A16	3
SLC6A6	19
SLC6A9	7
PRRC2B	5
SLC7A7	3
SLC7A8	19
SLC8A1	10
SLC8B1	3
SLC9A1	3
DENND3	19
SLC9A8	2
SLC9A9	10
RECK	5
SLCO1A2	7
LY6H	14
VMO1	1
UBR5	10
SLIRP	12
SLIT2	10
SLITRK3	6
SLITRK4	14
MRPS30	2
SLITRK5	19
SLX4	4
SLX4IP	5
PPP2R2C	5
SMAD5	2
SMAD7	18
SMAD9	8
SMAGP	6
SMARCA1	13
SMARCA4	19
SMARCAD1	5
SMARCAL1	2
SMARCC2	4
SMARCD1	6
LRFN4	6
SMC1A	9
ELAVL4	5
SMC5	5
LIX1	3
SMCHD1	5
SMCO4	3
EMC7	17
DAAM2	7
SMCR8	6
USP7	2
SMG1	5
TMTC2	10
ABCC2	1
SMG8	6
SMIM10L2A	23
CNOT4	5
SMIM12	17
SMIM13	2
SMIM15	6
MVP	1
SMIM19	9
TTLL6	3
SMIM3	3
EFS	3
PMVK	9
TAB1	4
PRX	1
SMIM8	20
SMNDC1	9
IQSEC3	5
SMO	3
SMOC1	7
SMOX	3
ZNF646	1
SMPD1	6
SGTA	6
SMS	5
SMTN	3
SMTNL2	18
SMURF1	5
SMURF2	5
TXNIP	13
ZNF43	2
SMYD5	6
SNAI1	1
SNAI3-AS1	4
NPB	15
SNAP47	2
CBLN1	3
ATXN2L	16
SNAPC1	2
SNAPC3	14
SNAPC5	9
TTC5	2
SNAPIN	9
SNCA	10
SND1	5
SNHG1	1
SNHG10	4
SNHG11	1
SNHG16	9
MIR137HG	10
TMEM52	1
SNHG20	15
MAP1A	14
RAC1	14
STIL	1
SNHG7	15
STKLD1	1
SNRK	5
SNRNP25	9
SNRNP27	15
SNRNP35	9
SNRNP40	2
SNRPA1	17
SNRPD1	17
SNRPD2	17
SNRPE	17
SNRPN	10
SNTB1	3
SNTB2	19
SNTG2	10
SNX1	5
SNX11	9
GULP1	10
SNX16	2
SNX18	3
SNX19	2
SNX2	17
PSMA6	17
CPSF3	4
SNX21	6
SNX22	3
SNX29	10
SNX30	7
SYNCRIP	17
SNX4	5
SNX6	17
PVR	4
SNX7	22
CDK10	16
SNX8	2
PURA	14
UNC5C	10
SOCS1	9
MARS2	4
SOCS4	2
SOCS6	25
SOD2	14
SORBS1	10
SLC18A2	3
SORBS2	10
SORBS3	3
SORCS2	19
SORD	1
SORT1	7
SOS2	5
SOWAHC	6
SOX2	3
SOX2-OT	10
SOX21-AS1	3
SOX9	3
CD82	3
SP2	1
SP3	5
SPACA9	9
SPAG16	10
SPAG4	1
SPAG8	3
KIF26A	1
ZNF17	4
MOSPD1	6
SPARC	3
SPARCL1	10
SPATA18	3
SPATA20	23
SPATA21	1
SPATA24	9
UBXN2B	5
DPYSL4	4
SPATA6	7
SPATA9	3
ABAT	8
CACNA1G	16
SPDL1	1
SPDYA	15
SPDYE3	1
ZNF461	2
CACNA1A	10
SPEN	5
SPG11	5
SPG7	5
SPIDR	10
SPIN3	2
ZSCAN29	1
CPSF6	5
RPS21	12
SPINT2	4
CDC5L	2
SPIRE2	2
ENOSF1	7
SPOCK3	10
ZNF738	3
SPON2	4
SPOUT1	6
SPPL3	5
P3H4	4
SPRED3	13
SS18L1	2
SPRN	6
ZBTB1	5
MB21D2	8
HM13	5
PTPRB	10
SPRY1	3
SPRY2	13
SPRY4	13
SPSB2	9
SPTBN1	10
SPTBN2	2
SPTBN4	10
SPTLC1	2
SPTSSA	9
SPTSSB	16
SPTY2D1	6
SQSTM1	17
SRA1	9
CD55	17
SRBD1	5
TMEM183A	6
SRC	4
SRD5A1	2
FLNA	4
UNCX	3
SRD5A3	4
SRD5A3-AS1	1
SREK1	5
SRFBP1	2
SRGAP1	10
SRGAP2C	2
SRGAP3	10
SRM	17
SRP14	17
NDUFA4	17
SRP19	2
SRP54	2
SRPK2	10
SRPRA	6
SRRM2	14
SRRM2-AS1	1
TBRG4	9
SRRM3	10
SRRM5	1
SRSF1	4
KBTBD7	6
SRSF10	5
SRSF11	14
SRSF12	2
SRSF2	17
SRSF3	17
SRSF4	5
SRSF6	22
SS18	16
GPR180	14
SSB	17
PIAS4	18
SSBP1	17
SSBP4	16
GRK2	6
SSC5D	1
SSNA1	9
FAM167A	3
SSR1	14
SSR2	9
RAD18	5
SSRP1	11
SST	8
DMPK	4
RPRML	19
ST13	17
ZNF793	2
CCDC137	6
ST3GAL6	10
ST6GAL1	5
OSM	1
ST6GALNAC2	3
ST6GALNAC5	10
ST6GALNAC6	6
ST7-AS1	1
ST7L	5
ST8SIA2	3
ST8SIA5	10
STAC2	16
STAG1	10
PPP1R2	2
ZMAT4	10
STARD10	4
STARD3NL	2
TNFSF9	6
STARD5	6
STARD8	3
NPNT	8
ADAM17	5
STARD9	2
STAT3	2
STAT5A	3
STAT5B	5
STAT6	3
STC1	3
STEAP2	19
STEAP3	3
STIM2	5
PIP4K2B	14
STK11	6
STK16	9
MRPL51	9
STK17A	3
STK17B	3
FOXO6	1
STK24	8
STRIP2	8
STK25	19
STK32A	3
STK33	7
IGFL4	2
STK38	19
STK4	19
STMN1	14
STMN3	14
STMN4	14
STOML2	9
STON2	3
ZNF483	5
STRA6	3
ST6GALNAC4	9
STRADB	22
STRIP1	15
STRN	7
STUM	3
STX16	2
UNC79	10
STX18-AS1	5
STX2	19
GRIK3	8
STX3	19
STX4	9
STXBP2	1
STXBP3	7
ASXL3	10
STYX	4
STYXL1	2
SUB1	17
SUCLA2	5
SUFU	2
SUGP1	2
GTSE1	11
SULF1	10
SULF2	3
WDR54	9
SULT4A1	17
SUMF2	2
SUN1	5
SUPT3H	10
SUPT6H	2
SUPT7L	2
CCNK	4
SUPV3L1	2
SURF2	9
VSTM2L	8
SUSD4	10
SUV39H2	9
SV2A	14
SVBP	9
SVEP1	10
SVIL	8
SWAP70	3
SWSAP1	9
TBC1D19	5
SYAP1	17
LRP11	2
SYCE2	1
SYCP2	11
SYCP3	18
SYF2	9
SYN1	14
SYN3	10
SYNDIG1	10
KLC2	16
SYNGAP1	19
SYNGR3	17
RHOF	6
SYNJ1	5
SYNJ2	7
SYNM	6
SYNPO2	10
SKA2	22
SYNRG	14
SYPL1	7
VIPAS39	4
NPHP3	2
KLF4	13
SYS1	9
LAMB2	3
SYT1	10
TASP1	10
SYT12	2
GDNF	3
SYT5	19
SYT6	3
SYT7	19
PLP1	7
SYTL1	1
SLIT3	10
SYTL3	3
SZT2	2
SCMH1	10
TAB2	5
TAC1	8
TACC1	5
TACC3	11
EIF1AX	17
TACO1	9
ARRDC4	3
TACR1	8
TADA1	6
TADA3	9
TAF1A	11
RPL13A	12
TAF1B	5
TAF1D	14
RPL36AL	12
TAF2	5
TAF3	5
PTGR2	4
AGBL3	18
TAF4B	2
TAF5	1
TAF5L	4
TAF6	6
TAF7	17
TLN2	10
TAF8	4
TAF9B	6
TAGLN	1
TAGLN2	3
TALDO1	17
CPPED1	7
TAMM41	19
GBF1	5
TANGO2	2
TAOK1	5
TAOK2	6
CYB561A3	9
TAPT1	14
TARDBP	2
FUBP1	14
ZCCHC18	21
C1orf43	17
MYH9	19
AMZ2	16
TATDN2	4
CPB2-AS1	7
TATDN3	19
TAX1BP1	5
TBC1D1	19
TBC1D10B	6
TBC1D14	2
PRICKLE4	1
TBC1D2	1
TBC1D20	2
TBC1D23	5
SBF2	10
TBC1D25	4
TBC1D32	5
TBC1D5	10
TBC1D9B	2
ZNF667	2
TBCA	17
TBCC	9
TBCD	5
TBCEL	2
SLC3A2	17
TBK1	14
TBKBP1	1
SMC2	11
ZSCAN18	16
TBL2	1
TBP	4
TBPL1	2
TBRG1	14
TBX19	1
MFAP1	9
FAM177A1	17
MFSD9	3
TCAIM	5
TCAP	1
TCEAL4	17
TCEANC	1
TCEANC2	1
PSMB7	17
TCERG1L	10
TCF12	10
RBM8A	9
TCF15	1
ZNF221	9
SERINC2	1
USP38	2
TCF25	14
WAS	1
SPRYD3	23
TCF7L1	3
PBX1	10
TCF7L2	3
TCFL5	4
TCHP	22
TCN2	3
TCP1	17
TAF12	4
TDG	2
TDP2	2
TDRD12	1
TDRD3	5
ANKRD24	2
TDRD6	4
TDRP	5
TEAD1	10
TEAD2	3
TECPR1	2
TECPR2	7
TECR	9
MTHFSD	1
TEF	2
TENM3	10
ORAI1	6
TENM4	10
TEP1	1
TEPSIN	1
TERF2IP	5
TES	3
TESC	16
TESK1	23
TESMIN	1
TET2	5
SCCPDH	19
TET3	7
TEX10	2
VCL	20
CDH22	10
ZKSCAN2	6
ANKRD11	5
TEX9	20
TFAP2B	3
FAM204A	17
TFAP4	1
TFB1M	2
TFB2M	6
TFCP2	5
TFE3	6
TFG	5
NME9	20
WFDC1	3
TFPI2	3
FZD5	6
CRY2	2
TFRC	17
ADAMTS2	3
TGFB2	3
TGM1	1
EMILIN3	3
THAP10	6
THAP11	6
THAP12	2
C20orf203	4
THAP2	9
THAP4	4
THAP7	9
THAP8	9
CD79A	1
THAP9	1
THBS1	6
CDH18	10
THBS3	8
CCDC150	11
CDAN1	4
TMCO1	17
LRRTM3	10
SH3BGRL	5
THEM4	2
THEM6	17
THG1L	9
THNSL2	1
THOC2	5
THOC6	6
THRA	19
THRAP3	5
RBM23	4
THSD1	3
THSD4	10
TUNAR	3
THUMPD1	2
THUMPD2	5
ARHGAP20	10
THYN1	9
TIAL1	16
TIAM1	10
TICAM1	6
TICRR	11
TIGD2	9
TIGD4	1
ZNF814	22
TIGD6	9
TIMELESS	11
TIMM17A	9
TIMM23B	16
TIMM50	15
CHRD	4
TIMM8A	9
IPPK	2
TIMP1	3
TIMP2	14
TIRAP	1
TJAP1	7
TJP2	3
TKFC	6
TKT	17
GPX1	17
TLE1	20
TLE2	3
ITPRIPL2	4
TLE3	3
TLK2	5
TLL2	3
TLR5	25
TM2D1	17
HECTD4	10
TM6SF1	3
TM7SF2	17
TM9SF1	9
TM9SF3	5
CYB5D2	2
TMA16	9
TMBIM1	7
TMC7	7
LIN52	5
ZNF839	4
TMCC3	7
IGF1R	10
TMCO6	1
TMED1	9
TMED10	7
TMED5	26
TMED8	5
TMED9	9
TMEFF1	5
TMEM101	18
TMEM105	1
TMEM109	6
TMEM115	6
TMEM116	2
TMEM117	10
TMEM120A	9
TMEM123	7
DNAJB2	7
TMEM126A	9
TMEM127	6
TMEM129	6
TMEM130	14
TRAPPC8	5
TMEM132B	10
TMEM132C	10
TMEM132D	10
FLAD1	9
TMEM218	9
ITPRIPL1	1
TMEM135	5
TMEM143	4
TMEM145	8
TMEM147-AS1	1
GMNN	11
PTPRR	10
TMEM14A	17
CIAO1	16
TMEM14C	17
TMEM150A	9
TMEM151A	7
TMEM151B	2
GSTO1	9
HMGB3	11
TMEM161B	2
TMEM164	8
TMEM165	7
TMEM169	4
TMEM170A	4
TMEM170B	14
TMEM176B	3
TMEM177	9
TMEM179B	9
TMEM18	9
TMEM182	6
METTL14	2
THOC1	5
TMEM185B	6
TMEM192	19
TMEM196	8
TMEM199	9
TMEM200A	3
TMEM200B	6
SRSF7	14
TMEM214	6
TMEM216	6
TMEM219	9
TMEM220	3
TMEM221	18
TMEM222	9
TLE4	10
TMEM229B	4
TMEM230	17
TMEM234	9
PUSL1	1
TMEM237	9
STRAP	17
TMEM240	23
TMEM241	19
TMEM245	5
HNRNPA3	14
TMEM255A	3
TMEM256	15
TMEM258	17
TMEM263	18
DDX4	1
CADPS	10
TMEM266	2
FXYD6	2
TMEM267	2
TMEM30A	14
TMEM33	14
TMEM38A	2
TMEM39A	4
TMEM41A	3
TMEM42	9
TMEM44	4
MYO5B	8
RIMS3	14
DNAJB9	15
IFT81	2
TMEM47	3
TMEM50A	17
TMEM51	3
TMEM51-AS1	3
TMEM59	14
TMEM59L	14
TMEM62	2
TMEM63C	2
TMEM65	10
TMEM69	6
TMEM70	6
TMEM81	6
XKR7	3
EML6	10
PRKRIP1	19
ZNF614	6
TMEM86A	6
TMEM86B	1
TMEM87A	7
TMEM88	1
TMEM9	14
TMEM91	2
TMEM94	4
TMEM97	23
TMEM98	7
CPE	10
ZNF436-AS1	15
TMPO-AS1	18
ERBIN	7
TMPRSS9	1
TMSB15A	11
PDCD11	4
FASTK	4
TMSB4X	12
TMSB4Y	6
TMTC4	7
TMX2	17
TMX4	14
URGCP	5
TNC	3
TNFAIP3	6
BCAS1	7
TOP2A	11
TNFAIP8	3
TNFAIP8L3	3
TNFRSF19	3
WDR91	1
TNFRSF1A	3
TOX	10
ELOF1	9
TNFRSF25	19
TNIK	10
TNIP2	6
TNK1	1
TNKS	10
TNKS2	5
TNNC2	1
TGFBR1	25
TNNI3	18
HAGH	17
ZNF529	5
P2RY11	1
CEP70	5
TNPO1	5
TNRC18	19
ZNF419	4
TNRC6B	10
TNS1	3
OCIAD2	9
TNS3	3
TOB1-AS1	4
TOE1	9
TOLLIP	17
BRSK2	19
TOM1L1	22
WDR77	9
TOMM34	6
TOMM40L	6
TOMM5	15
ZWILCH	4
TONSL	1
TOP1MT	3
TOP3B	1
TOPORS	9
TOR1AIP2	5
TOR1B	4
TOR2A	6
TOR3A	6
TOX2	8
TOX4	17
PODXL	4
TP53	3
TP53AIP1	1
TP53BP1	5
KCNH6	18
QRSL1	2
MAD1L1	2
VGF	14
TPD52L1	8
TPD52L2	19
TPGS1	15
TPH2	3
TPM1	5
TPM3	5
C1orf220	1
TPM4	2
ELP3	2
TPP1	6
TPP2	5
COPS7A	6
TPPP3	3
CCDC144NL-AS1	20
TPRG1L	23
TPRKB	9
AGO1	5
TPT1	12
TPX2	11
TRPM8	3
TRA2A	10
TRA2B	14
MT1X	13
TRAF3	5
TRAF3IP2-AS1	10
YWHAH	14
TRAF5	8
TRAF6	2
DNAJC12	17
ATAD3B	4
TRAK1	10
TRAM2-AS1	9
TRANK1	19
TRAP1	19
TRAPPC11	5
TRAPPC12	5
TRAPPC3	9
TRAPPC5	17
TRAPPC6A	9
TRAPPC6B	5
PAK1IP1	9
SLFNL1-AS1	1
VPS39	2
WWP2	7
ZCWPW1	1
DEF6	1
CYP51A1	23
TCP11L2	7
SLC35E1	4
ZBTB8A	2
EMC10	7
TSPEAR	3
TAF10	15
SLC1A3	3
LYSMD2	17
ZNF408	6
UNC45A	18
TRH	3
TRHDE	10
TRIB1	13
TRIL	3
PSTPIP2	3
TRIM13	2
TRIM23	14
TRIM28	6
TRIM35	4
TRIM36	19
SNAP91	10
TRIM44	5
TRIM45	1
TRIM46	4
TRIM47	6
TRIM6	3
TRIM62	3
TRIM66	3
ZNF189	19
TRIM9	10
DUSP3	23
ZNF268	4
DBF4B	4
TRIO	10
TRIP4	19
TRIQK	2
TRMT10B	2
RASSF5	2
TRMT112	9
TRMT13	7
TRMT2A	4
TRMT2B	4
TRMT61A	6
TRMU	2
TRO	3
ZBTB11	2
NPIPB5	2
TRPC3	8
TRPC4AP	5
DRC7	3
RAB11FIP2	5
MYCBPAP	1
TRPM3	10
TRPV2	6
PSEN1	7
TRPV3	4
TRRAP	5
TRUB2	9
TSC2	2
TSC22D1	10
TSC22D1-AS1	4
TSC22D3	6
FAM161B	9
TSC22D4	7
TSEN54	9
TSHZ1	19
KLF9	19
TSHZ2	10
TSNARE1	2
TSNAX	2
TSNAXIP1	1
TSPAN15	7
TCEAL2	17
TSPAN17	4
TSPAN18	3
TSPAN19	18
TSPAN2	3
LARP1B	5
TSPAN5	10
RHOT2	16
TSPAN6	3
TSPAN9	3
TSPO	15
UFSP2	15
TSPOAP1	19
TSPOAP1-AS1	1
TSSK6	1
TTBK1	2
TTBK2	5
TSR2	9
TTC12	3
TTC13	5
TTC23	3
TTC23L	18
TTC31	1
TTC32	1
NSMF	16
TTC38	1
TTC39B	5
DHX40	4
TTC9	6
TTC9B	19
TTC9C	2
TTF2	4
TTI2	4
ZNFX1	4
TTL	5
TRAF4	3
TTLL11	5
TTLL4	3
TTLL5	5
TTLL9	3
TTPAL	6
METTL18	9
DUSP11	9
TUBA1A	14
WDR47	14
TUBA3D	18
TUBA4A	17
TUBB2A	14
TUBB3	14
MTUS1	7
RECQL4	1
TUBB4B	17
TUBB6	11
TUBGCP4	8
TUFM	17
TUFT1	6
TUG1	2
COX7A2	17
TULP3	3
TULP4	5
TUSC1	6
TUSC3	10
TVP23B	1
TVP23C	5
TWIST2	3
TWNK	6
TXNDC15	2
TXNDC16	5
TXNDC17	9
TXNL1	17
TXNL4A	17
RNF214	2
TYW1B	5
U2AF1	1
U2AF2	4
VGLL4	10
UACA	3
UAP1L1	1
UBA2	5
UBA3	2
UBA52	12
ZMYND12	18
NAV2	10
UBAC2	5
UBAP2L	2
HAP1	3
SF3A1	6
UBASH3B	8
SARAF	14
UBB	17
UBE2C	11
UBE2D1	2
PRELID3A	2
UBE2D2	5
UBE2E2	10
OBSCN	8
UBE2E3	5
UBE2H	5
UBE2I	17
UBE2J2	6
UBE2K	5
PLPP3	3
ABHD4	1
UBE2L3	17
UBE2M	17
UBE2O	5
UBE2Q1	23
EML5	10
UBE2S	15
UBXN8	6
UBE2V1	17
UBE2V2	17
UBE3B	2
UBE3C	5
YAF2	5
UBE3D	10
UBFD1	6
UBL4A	6
WDR83	9
UBL5	17
UBOX5	4
UBP1	5
UBQLN2	23
CLN5	4
UBQLN4	6
UBR2	5
UBR7	6
UBXN4	5
UBXN7	14
UCKL1	1
UCKL1-AS1	1
UCN	4
UCP2	3
UCP3	1
UEVLD	2
ZSWIM5	10
UFC1	9
EYS	10
UGDH	6
UGDH-AS1	7
UGGT1	5
UGGT2	10
EPCAM	9
ADAL	2
KAT6B	5
UHMK1	17
UHRF1	1
ULBP2	1
IGSF3	8
ULK1	2
FAM43B	6
ULK3	16
ULK4	20
UMAD1	2
DPP7	16
UMPS	4
UNC13A	19
FBXL16	19
UNC13C	10
UNC13D	18
BZW2	19
UNC50	2
UNC5A	19
N4BP2	14
PDRG1	9
UNC80	10
UPF1	6
UPF3A	10
FNBP1	10
MORN3	8
UPK2	9
UPRT	3
UQCC2	22
UQCC3	9
UQCRC2	5
UQCRQ	17
URB1	2
URB2	4
TMEM60	9
UROS	17
USB1	9
USF1	6
USF2	15
CIC	6
USF3	2
ZBTB17	4
MIR3936	19
USO1	5
USP1	11
USP12	20
USP15	5
VWC2L	10
USP20	2
USP21	6
USP22	14
AKR7A3	1
USP24	5
USP32	5
USP35	4
USP37	19
FASTKD2	5
USP4	19
USP44	3
USP49	5
USP54	7
USP6	1
USP8	5
USP9X	5
UST	10
PECR	2
UTP23	5
UTP3	9
UTP4	4
UTP6	2
UTRN	10
UVSSA	4
UXS1	5
UXT	9
HOOK2	17
VAC14	4
VAMP1	16
HERC5	3
DNMBP	2
VAMP3	9
VAMP8	1
ZNF782	5
VASP	1
VAT1L	3
VAV2	8
VAX2	1
VBP1	17
STARD4-AS1	20
VCPIP1	2
VCX3B	1
VDAC2	17
PRR29	3
VDR	1
ZNF213	22
PRSS12	3
VHL	2
VIM	11
ZNF34	9
VKORC1	15
VKORC1L1	19
VMA21	6
VOPP1	19
RPL39	12
VPS13A	10
ZNF706	14
VPS18	6
VPS25	9
VPS26A	2
VPS28	9
VPS29	17
VPS33A	2
VPS37A	2
VPS4A	6
E2F6	4
VPS50	5
VPS53	5
VPS72	9
VRK1	5
ALG1	4
VSIG10L	1
SMARCA5	17
SLC35F2	3
VSNL1	10
ZNF550	1
VSTM2A	4
VSTM2A-OT1	4
VSTM4	3
VSX2	3
VTA1	2
VTI1A	10
SAV1	6
VTI1B	4
VTN	1
VWA8	10
WAC	5
WARS2	2
WASF1	10
TRIM52-AS1	15
WASF2	7
WASL	13
SYDE2	3
WBP11	2
WBP1L	2
WBP2	14
WBP4	2
WDFY2	5
WDFY3	10
WDFY3-AS2	3
WDHD1	11
WDPCP	10
WDR1	3
WDR24	6
CCDC77	9
WDR31	4
WDR33	5
WDR36	2
WDR37	5
WDR4	4
WDR43	2
WDR44	5
WDR48	2
WDR53	9
PGM2L1	14
WDR62	1
WDR72	3
WDR74	9
WDR75	2
WDR76	11
WDR81	1
WDR83OS	12
STK26	3
WDR86	3
NAMPT	18
WDR89	4
WDR93	3
WDR97	1
WDSUB1	5
PPM1L	10
WEE1	3
ZNF431	2
WFDC2	9
HIGD1A	12
WHAMM	6
WHRN	7
P4HA1	14
WIPF1	7
WIPF3	10
WNK1	10
WNK3	3
WNT10B	4
INO80C	4
TTC7B	5
WNT2B	3
CDHR2	1
RBM18	6
WNT5A	3
WNT5B	6
WNT9A	21
WRAP73	9
WRN	5
FBXL14	6
WRNIP1	2
WSB1	10
WSCD1	3
WWC2	10
ARFGAP2	9
WWOX	10
WWTR1	13
ZMYM4	5
XAB2	6
XBP1	13
CREBBP	5
XDH	18
PHKA2	2
XIAP	14
ZNF433	4
XK	4
SUGCT	5
XKR9	2
IFT52	2
XPA	2
XPC	2
XPNPEP1	2
XPO1	5
XPO6	5
IFT88	5
XRCC1	4
XRCC3	1
NUDT8	6
XRCC4	7
XRCC5	5
XRCC6	17
ZNF398	2
XXYLT1	19
TSC22D2	5
UQCRHL	1
XYLB	19
YBX3	3
YEATS4	4
YIF1A	9
TRPM7	5
YIF1B	9
MAP2K6	19
YIPF2	9
ATP13A1	4
YIPF4	14
YJEFN3	19
YKT6	6
YLPM1	5
YRDC	18
YTHDC1	14
YTHDF2	17
YTHDF3	18
YWHAE	17
YY1	14
YY1AP1	2
KRCC1	2
ZBBX	20
SUGT1	17
ZBED5	16
ZBTB16	10
ZBTB2	24
WAPL	5
ZBTB21	6
ZBTB25	2
ZBTB38	5
ZBTB40	2
RWDD4	6
ZBTB41	2
ZBTB44	5
ZBTB46	19
ZNF689	6
BMF	1
ZNF774	4
ZBTB5	6
ZBTB7B	1
ZBTB7C	10
ZCCHC3	6
ZBTB8OS	5
TAF1C	4
ZC3H10	1
ZC3H12B	5
ZC3H12C	7
ZC3H18	2
FBXL12	4
ZC3H6	5
ZC3H7B	2
ZC3HAV1	3
ZCCHC10	4
ZCCHC12	3
ZCCHC14	19
ZCCHC4	4
EIF4EBP2	6
ZCWPW2	19
ZDHHC1	1
ZDHHC13	2
ZDHHC16	9
RCE1	6
TSFM	9
ZDHHC20	5
ZDHHC22	3
ZDHHC23	19
ZDHHC24	9
ZNF454	9
ZDHHC3	2
NCAPG2	3
ZDHHC4	9
ZDHHC6	9
ZDHHC7	4
ZDHHC9	7
ZFAND1	5
ATF6	5
ZFAND2A	9
ZFP69	1
ZFHX3	10
ZFP1	18
ZFP28	6
ZFP36L2	13
ZFP90	19
ZFR	5
ZFR2	5
ZFX	2
ZFY	2
ZFYVE1	4
ZFYVE16	7
ZNF768	6
ZFYVE19	9
ZNF576	9
ZFYVE21	19
ZFYVE27	2
ZFYVE28	5
ZFYVE9	5
PHOX2B	3
ZHX3	10
TRPT1	9
ZKSCAN3	1
ZKSCAN5	4
ZKSCAN7	6
ZMAT1	20
COG7	19
ZMAT2	9
ZMAT3	14
C11orf71	1
ZMYM3	23
ZMYM5	2
ZMYND11	5
ZMYND19	6
ZMYND8	10
RGS16	3
ZNF107	4
TGS1	2
ZNF112	4
ZNF114	1
ZNF121	4
ZNF133	5
MAP7D3	1
ZNF14	4
PDE2A	19
ZNF140	4
ZNF155	2
ZNF157	1
ZNF16	4
ZNF174	6
ZNF175	4
ZNF180	6
PBX4	3
ZNF181	9
ZNF184	19
ZNF185	3
ZNF19	3
ZNF195	2
ZNF202	1
ZNF207	5
ZNF212	4
ZNF215	1
ZNF219	1
ZNF226	11
ZNF227	6
ZNF23	6
ZNF230	6
ZNF233	4
ZNF236	19
ZNF24	17
ZNF248	5
ZNF26	2
ZNF260	6
ELAVL1	2
ZNF263	4
KLKB1	3
DCP1A	5
