Gene	x	y	cluster
ZNF776	-10.2028938855746	6.79286830794747	6
LHFPL4	11.5304029594665	-9.30756332070739	5
LGI3	-4.19749224702598	-2.24115763246434	6
LGALSL	-10.5269433397652	2.3184855868946	6
MED11	-12.5931610859455	0.306002423478783	9
FABP3	0.42739659377697	10.0390884319781	9
LGALS4	-13.2949177491799	7.23210588413999	1
LGALS3BP	-6.39102251543267	1.67743538512671	7
OSGIN2	-0.936153047571258	6.90526581042725	3
ATP12A	-4.84967560764689	3.6037449527815	6
LINC00847	-12.95933337329	3.04755771975887	9
LETMD1	2.16060117801604	-8.70489504078231	2
LEPROTL1	-0.730406885653881	-5.78563517862438	17
LEPR	5.37892165827157	-2.48447049095084	2
EPS15L1	11.5000312242667	-9.00682624543174	5
LENG8	4.47282755308496	-12.9865036365665	14
MAP4K4	16.1390164870976	-1.07684024208195	10
LIMK2	1.08050117701929	5.94077700077148	21
LEFTY1	-6.07973013536323	11.3482449585491	4
ANKRD37	-9.38586415486803	0.288555092590411	13
ENO2	11.8444685766914	-1.88082270033278	14
OAT	-3.77886072946976	-8.1106097372775	17
EXD3	5.0261068754863	-10.3054357675732	19
LCORL	8.00968739189153	0.93432986315273	10
LCOR	16.2220571230705	-2.90831479243306	10
LCNL1	-4.28865777830288	4.92643149313555	3
MYDGF	-8.97606844884387	-2.48277303993551	9
ABCC5	15.1347115591754	-6.42295491166711	5
LCN12	-12.5100404742789	7.2931669441499	1
LCLAT1	10.931310749582	-5.71897088092988	5
NUP85	-3.58374450444091	12.0993313841043	4
PKP4	18.433981219724	-1.45116114812378	10
SUPT4H1	-12.4565705453661	-1.41761688383801	9
POMGNT2	-3.53583594168631	8.07871824352844	6
NME6	-9.4399261780861	7.35873935113397	6
COMTD1	-15.340730457246	4.00673924708575	15
VPS13D	15.9721173453164	-4.99629918686021	5
PLEKHM2	4.08345111240805	-9.98334967435011	2
CDC42BPA	18.9368536348242	-1.9785585928501	10
LCA5L	-8.92873569383841	7.90282479252142	1
KLF11	-8.22771003138283	3.80845978083261	6
MDH2	-9.07732865039948	-5.47738962075979	17
LBH	-0.0184194988466809	3.26458147545632	8
ZNF396	-13.2521988535836	3.03595985551411	9
PLPPR4	17.1957181106067	-5.50575548568534	5
BRK1	-7.38401699825678	-7.20710038844569	17
SLC9A6	-1.74425943264104	-10.2027101489427	14
ZNF764	-13.180124548517	9.05887916560607	1
KIAA0232	15.4764356242942	-4.27035232305209	5
PPP1CC	-1.14688818515464	-0.224758893691466	6
LAT2	-3.42281703347428	4.67164274689488	25
NDUFS7	-8.91128656226704	-5.66904281960227	17
LAT	-10.9620255496445	10.4326283142926	1
LASP1	-0.312347286591567	-9.18874858948808	2
CEP192	13.7819759379618	-5.5878847341484	5
ZNF326	8.68705405200967	-5.0150955377253	14
LARS2	7.82073378984675	-5.54552522107386	5
LIMS2	-10.5461641712915	14.4609780382955	1
STXBP5	18.7428005604491	-3.14303300447736	10
LANCL3	3.18836078051121	0.727017294697295	3
LANCL2	9.15584299350813	-10.5693564650025	19
SPON1	8.6770965567904	1.14007324894682	8
SUCLG1	5.14596230834567	-6.19280977333493	17
TRNP1	-6.8744665740167	5.40749079295979	23
NSMCE4A	-8.59900995337958	6.70351156817617	11
LAMC3	-2.49072385492352	3.07247820162571	3
LAMC2	-3.93751521995131	3.64496428582323	3
NRXN3	19.7965453876076	-1.82628874756158	10
LAMC1	8.91501713654742	-4.93276468902444	5
GSKIP	-0.611132786370094	-5.04648349942889	2
SCAF8	14.2558589631188	-4.88595677819471	5
LAMA4	3.4953657467548	2.31033074461961	3
LAMA2	7.10959430202833	-1.09779337955434	20
LAMA1	-2.34295398050701	1.46208985587603	3
STXBP5L	19.8748069812573	-3.07185827518375	10
MFSD11	9.05671621879981	-8.77989099624967	5
DPM1	4.79339460621778	-7.4154721289936	2
SMIM1	-15.2389616397356	8.26219068825553	1
GCH1	-1.78895737998656	3.35673085585741	3
TMEM181	13.5975989493277	-7.95514068954265	5
ATF7	4.63738968936522	-1.61904836652315	7
FBXW8	8.24850274349343	-4.12712485966214	5
ZEB2	19.342068683483	-0.219388385585308	10
PAFAH2	-16.8017734216403	6.1129024418746	18
L3MBTL3	6.49073423469142	-2.97046824873854	22
MAP6D1	-17.8860741911961	5.59793039807915	7
L3MBTL2	-6.82595103991684	9.39750044991655	4
NUMBL	1.33773213442301	-11.2832590544741	4
KYAT1	8.04377487903886	-10.2890804221544	19
KY	-1.07283412166247	7.43493521274758	3
KTN1-AS1	2.32004771097822	-7.4330122124177	2
TMEM243	-1.91374784985966	10.6810461683972	4
HNRNPA1	-10.147389968737	-7.75326108713291	12
KSR2	19.0625176490543	-4.01623239922061	10
LETM2	-7.77913374867941	8.23327427083547	13
SERBP1	-3.93023576830812	-6.53754311571656	17
PCDHA2	-14.4066144681582	8.3312285641012	1
PRCC	0.571675405151025	-7.02561749724535	2
GNG3	-7.77993348008606	-6.91935377782613	17
MORN2	-12.5581786804144	-1.67249121537041	9
FAM89B	-7.84494067917899	-1.068604538956	15
DRG1	-0.243466416908778	-6.78106641358665	2
TIMM29	-6.75988869600655	11.025778321608	4
PTTG1	-16.5473734033392	-0.64814454076063	11
ARID1A	11.672141771136	-7.08216295743925	5
LMCD1	0.816671302517231	5.6200375906456	3
NT5DC3	7.49337686451869	-11.4900346936226	19
LRSAM1	4.76996693865401	-10.5799656304785	19
MAML2	7.34366996506959	3.09899653604511	10
MYBBP1A	-9.14217309637224	11.4579556468859	6
ZNF324	-9.848539728553	9.75812001534656	6
MLEC	-1.41305985914709	-8.26418628689303	17
BOC	2.24166711316958	3.19943977289549	3
CERCAM	5.08827499735942	5.64381020125178	7
BAAT	-5.8295636952894	9.35050220034782	1
CIB2	-10.4325031112961	6.0615273158661	6
PUF60	-10.9869717153418	-3.13620804259955	9
KIAA1549L	19.5798800120381	-4.02583004719634	10
CRTAC1	5.13571932529305	0.59620954974648	3
TRIP11	9.49167292479246	-6.86729016303416	5
TSPAN7	18.4198337611634	-4.43523322177286	14
KRT8	-4.13365094674939	3.41971826845862	3
GLRX2	-8.08423744594672	-3.12416618616266	14
STOX2	17.6876994127771	-4.08967595412697	10
RASGEF1B	6.81030517427095	2.40583025266457	10
LTBP3	0.203892545616439	-10.7838812981353	2
ECT2	-16.6984765823279	-0.382319388767183	11
ADCK1	-3.11725752173552	12.0267255883909	4
KRR1	4.260363999768	-6.06761098881473	2
BRSK1	3.97900633864139	-12.4560896960124	19
KRAS	5.3926921807171	-4.9533053072656	17
LAMTOR3	-4.93679631048086	6.52384028518249	6
KPNA6	7.4108181322034	-9.54638024998057	2
KPNA3	12.5906850722259	-5.18606078735366	5
OXNAD1	7.34111336465536	-5.89556092267608	2
KNTC1	-5.64188971613623	10.0281986940211	4
KNSTRN	-16.3547434306009	-0.248105064910401	11
KNL1	-16.561974414592	-0.246142250239867	11
ARMC5	-12.3680065243597	6.88639606071427	1
BAIAP2	7.54936728960768	-12.796264861162	19
SLC5A3	1.78316688448054	13.9253856751532	4
KMT5A	-4.20086933535282	6.506390407777	18
KMT2B	-7.56038248875759	12.7867665531387	4
KCTD11	-12.9374278479404	4.39348023507735	6
KLRG1	-2.74726361127541	8.29758741495238	3
KLLN	-12.6500129778684	7.29336684074528	1
CXXC1	-9.46035210647912	12.1675680147515	4
LHFPL5	6.08434564603097	-10.4921878504119	19
HIGD2A	-12.9056595146205	-2.74383107705756	12
RAB21	4.87804768500301	-5.66448910133924	2
PPIG	11.8633428685949	-5.45788553424394	14
CALCB	0.430454638492473	2.60484649326034	3
KLHL7	12.979933565433	-4.67219225489425	5
KLHL42	10.3701403746146	-4.70143734533103	5
PHF21B	2.88050671209152	3.33920087347553	3
ELK1	-10.6139804782835	13.6162347057709	6
KLHL29	16.0614427000318	-6.55415578412973	5
PFKFB2	0.334868712692361	6.71781051680752	3
KLHL28	4.816503380292	-4.45238429980436	22
VPS8	15.6702156264739	-3.55803167078292	10
MBOAT7	-1.01182328623329	-10.1986320693476	14
TRIM2	18.2706835503221	-1.20881810426942	10
KLHL26	-10.3847197746005	4.88945659380755	6
KLHL25	-1.77764735068989	12.2230976936243	4
CLCC1	-13.2287604106989	12.2707228967892	4
KLHL22	9.41361609621544	-9.70625563689668	19
ANKIB1	16.7078077251316	-2.17132016841005	10
KLHL20	5.12887902022916	-2.40099959643135	6
KLHL2	15.9492995042718	-8.12153698981637	5
BNIPL	-13.8136573074196	8.98747371788597	1
KLHL17	-11.2600281382171	10.2775959300573	1
KLHL15	-6.33559157491767	7.32699233141697	6
KLHL14	0.437028689941465	2.71717533605614	3
KLHL11	-5.29489668708926	-2.55338015149449	6
CDC23	-4.22562956405499	8.9400545619003	9
KLHL1	7.57512916098051	1.26107190848054	8
TRIP10	-13.4393012250745	4.81208180740514	3
KLHDC3	-3.97342956196052	-7.79405111232479	17
KLF6	-5.22921110442486	-1.30566394636746	3
KLF3	0.659346019940976	3.69662979565114	3
NME2	-7.68590527935761	-6.19047837485365	17
KLF15	-4.64533539844697	3.26558927244595	3
KLF12	17.563562622906	-0.668803249623256	10
SCML1	-2.30719525183819	8.28226365657531	18
KLC1	15.8452067499477	-5.30523604829849	5
KISS1R	-2.68888042124423	2.35551745155254	3
LRRC49	13.5884992252233	-3.75509340273614	5
PPP3CA	19.781738221282	-2.6016324547053	10
NCDN	7.34457824545194	-3.15342853034822	14
KIFC3	-0.822123444042124	-11.9031337639395	8
SNX24	9.01830444251176	-3.84154401119059	5
PTMS	-5.68355228421772	-9.72292341168131	19
RRP8	-9.55707691413341	6.88136450664427	15
LARP6	-7.19148457279852	-1.49265223123324	7
KIF6	5.56286256614543	5.12625676214614	7
ZNF69	2.10868047988632	-7.4708037790456	2
KIF5B	8.50306615904151	-5.05269605205243	14
KIF5A	11.7617040608533	-2.94960108185173	14
KIF4A	-16.5784969352741	-0.26072072153321	11
NELFA	11.6160639456688	-9.05722046591417	20
GMIP	-8.16303447056415	4.42130359088008	1
KIF3C	10.468144152292	-10.4183544207021	14
KIF3A	16.1366715768733	-4.71706653673952	10
PRKDC	14.1923829950329	-5.60320363786385	5
PCNX3	-13.6632489248242	9.85649849924647	6
KIF23	-16.6067192198499	-0.12930925475399	11
KIF22	-16.1731047731303	-0.210383999300861	11
KIF21A	16.7937802364551	-3.04421398188349	10
KIF20B	-16.6888442170388	-0.8070096816276	11
KIF15	-16.9194361300612	0.211355608771825	18
PTPN12	12.2647610238878	-5.04393175473644	5
KIF13A	15.4580193481296	-0.299682478171499	10
PRDX5	-8.27551348624785	-6.77656347650767	17
KIDINS220	16.0976724820929	-2.05580919159505	10
KIAA2013	-8.27579749103864	11.5516739822515	6
RNF141	-4.70981874820137	6.46661249784987	7
KIAA1549	14.7498150907894	-8.25836799612111	19
KIAA1217	21.3981140694968	-3.19817813481353	10
KIAA0825	17.3836345590835	-4.13714592789859	10
PEBP1	-7.69276790470284	-8.77319336952852	14
KIAA0586	9.37225620670528	-6.05946080430785	5
THAP6	-2.90245485675265	7.93258329013276	4
KIAA0319L	14.2312256762436	-5.59884828556593	5
MEA1	-12.3654096505513	-2.12768068739908	9
COG6	14.2959491435817	-5.52223327416607	5
ARID5A	-4.49231531391677	2.92581347144601	3
PHLDB1	4.69738466409137	5.42327059845533	7
LIG4	-3.55767298753729	7.80716382788344	18
KHNYN	-15.5129480949208	10.5240297598135	3
BPTF	16.6387932195931	-2.66553571861498	10
PROK1	-2.08909601415118	2.19465616944646	3
KHK	-13.188830834046	2.35705420499418	9
HMGCLL1	13.3576971772899	-4.04519695423623	5
MBD5	18.6894837200322	-2.16671553355629	10
GDI1	-3.35456245756704	-9.22380986391998	14
LRRC20	-4.43417513784027	11.73758514157	4
KDM6B	-10.2831301816105	12.4879575815072	6
CRB1	7.63405970793751	0.97321798329126	10
KDM5C	-0.149941608822845	-8.64807160152224	6
KDM5A	12.6480440180841	-5.96345795236278	5
LINC00858	-12.9943217775042	7.67109321634196	1
KDM1A	10.5347604236286	-7.25324107253494	5
KDELR1	-8.61577534430358	-2.77476916193224	9
NBPF15	2.84661818653482	-7.53297767053622	2
KCTD3	8.38568312560355	-5.59214525042784	5
KCTD20	1.44175654023991	-7.21733886832066	2
KCTD18	-5.29863870374689	8.53807439217968	4
NIT2	-2.02764681638269	10.8275365448219	4
KCTD10	-6.82837569520623	9.99486601309357	4
KCP	-15.0214757810567	10.0179490514601	3
KCNT1	12.0007862399651	-10.4250341884571	19
KCNS2	-12.0500265962094	11.8614538214099	3
LUC7L2	17.0156628034399	-3.00422925040584	10
KCNQ5	20.2396949706176	-3.19816480517904	10
KCNQ4	-3.82515518210846	4.44910468104539	3
MZT1	-7.12290510547573	-3.48620433305217	23
DLG1	18.3586915017382	-1.20757810729103	10
KCNN3	8.58307891602038	3.63988738040158	20
PEX19	-13.2330477022167	12.122533419332	4
CD200	10.9447487215072	-2.43836723675393	14
KCNN2	15.6752046837385	-9.70389941698252	10
TOR1AIP1	-3.51388654273936	7.93233931496716	4
NOL4	18.7835523507982	-3.67215138006415	10
TPI1	-7.08404803353667	-7.73398408519876	17
PMEPA1	1.44909608716625	0.964651231615018	19
KCNMA1	19.7270854492657	-2.53497658365685	10
ATG7	17.0343856818261	-4.13189674156297	10
TMEM126B	-8.40035402896963	-1.68786866045865	18
PDSS1	0.755248542596313	-3.5442432605548	4
SCAMP2	-17.3768037860046	4.60095428008984	18
KCNK12	2.43072984856247	-10.0732302907875	2
KCNK10	10.3931213303352	-1.12863127135457	20
RWDD1	-6.20550459843975	-6.54109554497854	17
KCNJ2	4.50842096536968	6.20031526426971	7
CDKN2AIP	-10.9507769723236	3.03766819144794	6
C2orf88	4.62676510291157	-4.52817886368423	2
ANAPC15	-11.8860347831016	-1.88662610351023	9
P3H3	-7.48957775618385	13.2009867276318	4
KCNJ12	-6.28714761975892	4.97260680049229	3
MT-ND1	18.8043969443602	1.86173276003771	27
SPCS3	5.41325158585863	-5.45149368681224	14
PPFIBP2	1.99947811109491	4.15909113148897	3
KCNIP3	6.12243015930971	-12.2988584279061	19
SC5D	-2.47174351886461	-8.01560734990057	23
KCNH4	1.27189613957974	0.917146096121618	8
KCNH1	17.4184925678692	-8.00308012313732	10
ZNF600	-12.1511315217252	8.51603394988711	1
PDCD10	5.98952916756512	-6.48768471779007	17
KCNF1	-6.15632195518978	-1.43661048920465	6
TAGLN3	-7.05289352336225	-8.40311537552918	17
LCA5	3.39197491153073	-4.7334446382762	20
KCND1	-14.1031301183818	7.0661365397514	1
KCNC3	-3.63551908960355	14.1067360796326	16
KCNC2	20.683763615508	-3.54179535574411	10
KCNC1	11.9830536522051	-10.1057558368174	14
G6PC3	-10.9652175665936	2.47929973109588	6
ZNF543	-10.1380920455657	7.44899361452523	6
KCNAB2	9.54472009305901	-11.2748593649501	19
LGALS3	-3.30865560496191	1.11350823803008	3
KCNA4	-0.0213818191917896	8.64971245679821	11
ATAD1	10.7398554325581	-5.26053879356431	5
KBTBD3	-2.94613282391081	8.21063736179175	4
ASCL1	-3.15586365826904	1.04154654427903	3
RPLP0	-9.78992645758222	-7.95280388113717	12
CNBP	-4.0849306831513	-6.50578519841816	17
CD81	-5.93299280004511	-5.03452655741923	14
MTMR11	-13.2197399370908	7.48186749506585	1
AP4S1	8.24680317608584	-8.59661170044254	19
APTR	0.497555297058643	-8.05500165830963	2
NTNG2	1.48552602006439	2.35843925400626	19
PPP4R1	9.63291115046434	-4.02677149178054	5
ZMYM6	4.50351149825829	-5.47166844285202	2
GNPDA1	-5.45443841016466	7.0499738902658	9
EXOSC8	-14.313345651055	-1.23251329072014	11
SUPT20H	7.08595851874979	-5.6490810445641	2
PNPLA7	4.28750505601608	-2.62083590785839	2
NFXL1	5.18472031754406	-6.31731920763262	2
KATNB1	-7.33075171858524	13.2379345931502	4
VPS13B	17.4078699281013	-2.91152244749281	10
KPNA4	8.77136963062918	-5.80460997872853	5
KATNAL1	11.7329682060597	-5.58345529314153	5
KATNA1	-4.30783582733578	8.94853769736919	9
NCOR2	15.3313318738195	-9.52083806035587	14
KDELR2	-13.4919237720673	12.3360559484479	4
KAT7	0.75811497839827	-6.92311414450461	2
KAT6A	12.0958438666485	-5.75596095021294	5
KAT5	-12.0148388515426	0.876462732561666	9
KAT14	-3.82569819586023	9.74952117625998	9
AFTPH	9.97823759902067	-6.08757352549979	5
PRLR	5.71851712925051	1.1793282012765	20
KANTR	13.5950928869747	-6.39213108903958	5
MRPS16	-0.64413821191366	-7.32403643430804	2
KANSL2	-4.62105715335239	8.50728324465584	4
ONECUT3	-1.21952662144878	2.37167079944194	3
TMEM223	-6.21308189083059	6.77158046326026	9
KANK4	1.37711695758895	3.39698352011297	3
KANK3	-4.43038290901115	3.29311969254861	3
PATJ	17.545586702558	-5.02797637439214	10
JMJD1C	19.0056405740815	-2.13171807252889	10
PRDX1	-8.52751122459596	-6.97828236733705	17
KALRN	19.8864673331039	-2.89261445621784	10
JTB	-7.65106962705739	-4.52428379071709	15
ZNF223	-7.80149930277562	8.25630512105887	3
JPX	15.7169964833475	-3.52574089719177	22
JOSD1	1.83250918733121	-7.44619328418085	2
JMJD8	-11.2444933610705	4.5732837807228	6
JKAMP	4.15797464369516	-5.27159067820982	17
JAZF1	18.143908571152	-2.49627935143757	10
MLLT11	-7.4333809517264	-8.29552248898503	17
ST3GAL4	3.48664848310209	6.43552639719642	7
JAKMIP2	18.0262698602533	-3.14235171876358	10
JAK3	-17.0730529279262	6.339958240781	25
ELAVL2	12.5660422607178	0.310425731364983	10
JAK1	17.595918534292	-2.73830866521648	10
CMTM7	-2.84078282297535	4.72282967181002	25
ADAMTS3	8.9759823812993	-2.11739248076182	19
PLAGL2	-17.5918266260383	5.68583918561072	18
PFDN2	-8.06872427784638	-7.15084480284348	17
LMNB1	-3.88954208908628	6.68520451821839	11
JADE2	-0.436881134855347	-8.97842139335329	2
NCBP1	2.40902542978571	-6.09115885493082	2
MVD	-4.86696262869951	-5.91614560646737	23
ZNF804A	21.2685726413161	-3.99187744428845	10
IZUMO4	-8.07478675415976	3.5282827575032	1
TTN	7.00533015524466	-1.06962005066974	7
SNRPB2	-9.48067149214001	-5.04880507723705	17
SBF1	-8.8406721755157	12.2668363620091	6
ITSN2	14.7009383818532	-4.62875832340188	5
ITSN1	16.8478797311415	-3.92942487213873	10
SPATA7	13.1003604872535	-5.78844433525452	5
ITPRIP	-5.32804310552921	3.00104462212678	3
KRBA2	-7.05891288850452	9.93884578522778	4
ITPR2	9.58727146435121	2.92721132456861	10
TOMM7	-9.59831005395915	-8.52692334209294	12
ITPKC	-4.43330830470746	12.7968730390547	4
ITPKB	3.15474730343379	3.48801380903928	3
ITPKA	1.79847956674527	-13.2970940736081	19
SYN2	19.7620042464073	-3.39890604047593	10
KCNAB1	-0.906700585132633	1.28012210350696	12
IL12A	-13.7595091752613	4.34764233413492	6
ITIH5	-2.65681545848335	1.30457642552071	3
NCLN	-6.0612840093586	13.1163557042008	4
CDC34	-9.10041799089203	13.5137303263093	6
TMEM184C	0.683911154758222	-5.19162048025819	2
ITGAV	6.09586079447915	-2.35050606427917	7
F5	1.58531750471094	5.3995281410992	3
NPIPB3	-12.597315744014	8.53359115205094	1
MAPT	18.1089032473023	-1.79101189646078	10
ITGA9-AS1	10.3744579466392	-9.09799121331016	5
ITGA5	-5.60303063797004	2.57387607700563	3
AKAP5	-1.95335233519335	-1.47944595742674	8
PPDPF	-8.48156225166069	-6.55356360697223	17
ISG20	-5.90748728077208	3.18424658586575	3
MAP3K9	9.77470703463671	-8.97338913998501	19
IRX6	-5.72249678357655	3.27608629071242	3
AOC3	-13.9990922757116	7.37008544204451	1
IRX2	-1.64562457461537	2.1305026990867	3
IRGQ	-12.830423364361	12.8340740490565	4
IRF3	-11.4232816323883	1.33542284711628	9
KIAA1958	8.88272861079582	1.89383122496472	10
RPA3	-15.6302146472424	-1.39250331523765	11
IRF2BP1	-11.3629354462562	3.81318582486181	6
LPAR4	-6.60565220735024	2.58345392602024	3
IRAK4	-8.19613338277165	6.80742598282341	9
PTPN18	0.247432361359181	-7.6746755180258	4
ZNF486	-9.83794710251619	6.8289726008232	1
IQSEC1	16.9055920538718	-7.16220411167304	10
IQCK	6.77024245933047	-2.30149270899935	7
IQCG	1.29629002543493	5.95467113843356	3
COMMD9	-10.6128796506025	-1.49251697413624	9
MYL12B	-7.96684275436029	-6.98488221456945	17
METTL17	-8.73024717539401	9.46711581354351	6
IQCE	0.0181865645505414	-8.73256233986073	18
LYPD6	6.23966665010689	1.87345775915732	8
IQCD	-13.5560365555072	2.66441573731598	9
IQCC	-12.6043541635457	4.78198364197973	6
MRPS11	-2.0130886156521	-6.86241893252145	2
IPO9	11.6171681715775	-7.15261369719089	5
IPO13	-8.63810293937561	12.4005897197885	7
PYROXD2	-11.3870624491965	6.91463291351267	1
IPCEF1	-0.14515008940756	-13.8069243055089	2
HPCAL4	-1.70711036201011	-10.6328136938435	14
IP6K2	6.40653623276852	-8.32739283793988	2
EPN2	13.891401024722	0.967886052040235	10
INTS9	3.28966633900239	-4.89965571985614	2
INTS12	2.38196033442816	0.875233295752446	3
FDFT1	-5.02174804873057	-5.80943007694894	23
GRIN1	18.5542849717622	-5.41301129441677	10
ZBTB14	-11.2784964059358	4.44220544955439	6
PLA2G4C	10.4077710018543	-10.9076211365572	19
INPP5K	-9.65888590567105	9.47108963283252	6
INPP5B	9.78189343328855	-9.13937112468975	19
PHYH	-11.2124132745151	0.99318679876248	3
INPP5A	9.26091708504006	-0.672715229954676	19
INPP4B	20.3618258625178	-2.44259988999996	10
INPP4A	16.3700452729227	-5.66628392829933	5
INO80D	8.45108996248531	-7.09014064572802	5
INO80B	-14.9797808642586	8.84226878244223	15
INO80	11.0814074259096	-7.7685572818872	5
INIP	0.726214419886304	-6.22857309892283	2
INHBE	-13.9303763938118	5.38715897043066	1
ING3	-0.973475896966259	-0.00476459357083965	3
ING2	-8.50739618816338	5.19111093318331	6
ING1	-10.3479617838467	1.98717632885555	6
PITHD1	-5.28135056173557	-7.64860863608837	17
KLHDC1	8.3986627435955	-7.17172694428877	5
GPS1	-8.58526944185042	12.9269589975278	4
INF2	-5.36851135723084	16.089997640239	7
INE1	-12.9407117682641	8.85448104533908	4
RABEP2	-7.77286565501387	10.4431050459936	1
INCA1	-13.3503867127306	2.33350282643511	1
INAFM2	-11.1868147472986	3.60959029718485	6
AXIN1	0.962177979641242	-9.6140153505738	2
IMPACT	-3.67247513432335	6.8337365055755	6
IMPA1	-0.253326833892234	-5.07739517772597	2
LYST	16.412817002363	-4.35750373290049	5
IMMT	5.85266264144131	-5.74376940056925	17
OAF	-3.48873450367899	1.94737202582889	3
ILVBL	-11.2516776588819	4.62810268515014	9
CALML4	-12.6219673300634	11.3436908886025	1
ILKAP	8.27043032484154	-8.94852323499252	7
ILK	-5.47729851546146	-4.47470867129323	9
IGFBP2	-4.39645473930295	-0.924587055790722	15
ILF2	-10.9161035243633	-3.85938475355397	17
PEX1	4.45565524113942	-6.30157077897242	2
IL7	2.85563309800093	-2.57244992909824	22
PNMA3	2.9288855268331	-12.4575546468394	16
IL6ST	6.203365826717	0.195991739469003	14
PEX10	-9.12897704997144	8.85689172275445	9
KPNA2	-9.6323687280324	-3.39677392250081	11
BRCA1	-16.6648846216304	0.910972588221023	11
SHQ1	1.17095736202146	-3.90936566730987	4
MYOZ3	-16.7156129220894	7.02086924086754	18
CYYR1	0.927399520554477	3.04394034172669	3
IL27RA	-10.746126784012	9.61835424973184	1
NUP210L	-1.53682120376542	9.91774174288246	1
LPAR2	-13.7753680297142	6.422209383804	1
PM20D2	-3.21328706979616	8.43181834815294	9
SLC6A17	10.5096699736551	-10.3449083598242	14
IL21R-AS1	-14.1973617248534	7.29314032688763	1
NBR2	-4.14176645842885	11.2844040487524	4
LSM4	-8.72227883112299	-4.76540809185316	17
IL1RAP	7.21937181103962	-0.472973486987723	10
SMOC2	1.63007625671865	1.41677081274772	8
NANOS3	-13.9239469798136	9.88562536262753	15
ATG4A	-5.01729470950566	8.9691489418719	4
PLPP5	-4.08854653247125	5.79522557421365	3
IL17RA	1.45485468134522	0.35026714960672	8
TMEM178B	19.7195325061492	-2.64565088319257	10
PPP1R16A	-9.51501900162946	12.6645696953814	1
TBC1D13	-6.64775123744024	11.7021711794064	4
IL11RA	-10.7452565463536	11.6764867052108	1
PTCD2	-3.03029285904649	8.71257480019503	4
IL11	-4.88333869036412	4.13527294776853	3
BNC2	1.89574125939603	2.8649139045713	3
IRF2	3.85321646877594	-2.19174237134434	2
IKZF2	4.73333827420195	-1.90118250477133	7
IKBIP	-1.93040038075956	10.7504689452792	4
IGSF8	3.28991223984927	-13.2000954184161	14
AGO3	15.6617175960412	-3.65516231475783	5
INSR	13.3645260929002	-7.61193605508778	5
IGSF5	0.610709177228429	1.66663451140832	8
AKAP3	-11.0144519260678	6.99948980136268	1
UBA7	-13.2991115793531	7.6811081440534	1
DEDD	-9.74685958095994	7.38909113688353	6
MPI	-12.1624942901108	2.09745107791283	9
KANK1	5.38209450125117	3.56994093627675	7
SIRT4	-9.39049142450179	9.42112501306672	9
ZNF292	17.2544496827389	-2.88249209917067	10
PIGH	-5.86534332783867	6.23136613457513	22
TMED3	-0.535297252610435	6.49890383206066	4
NBEA	19.7426845767321	-2.61020686440964	10
INTS8	8.87541880722545	-6.75134577142149	5
ABI3BP	4.33902365054175	2.10921561341041	3
TMEM190	-7.09726121713905	2.28384640286369	3
ZNF71	-12.4283750897584	12.5562494045203	4
LHFPL2	2.61868120354213	-0.194582624369026	25
NECTIN3	15.5816285971217	-8.83203120862454	10
GLIS3	8.4344259841016	-0.318641864938538	10
FOXP4	-6.96392985754764	3.1327056696599	6
KAT2A	3.09497558236463	-12.3039733843864	19
ITGBL1	3.54858372517549	4.06249140437185	1
NUP62CL	-5.75033921180559	2.9760072894713	3
PSMC1	-9.9739217811599	-2.05122792172705	9
APH1A	-11.9715469267816	-0.00343104389129752	9
FAM227A	2.20699460346092	-3.56423936213837	20
TMEM35A	-4.60068612585478	-4.88264149802126	14
NOL11	-5.60034129506582	7.95626072622304	4
SPNS2	3.59466148367871	-10.5557218206351	16
TSR1	-7.59770430144196	8.74165880240853	4
GNG2	15.0115851655037	-10.654165011567	10
MADCAM1	-8.70217479973233	9.3186243192212	1
IVNS1ABP	1.30472030689252	0.897380987598661	8
NFKBIE	-13.1204096453369	3.87424610601727	6
KANSL3	6.50387655098941	-8.32137046876513	5
CNTD1	-12.0434552098643	9.13878794593185	1
POLR2F	5.69587462525693	5.34380652693879	7
TBC1D4	9.55738103285992	0.434487340206272	10
U2AF1L4	-12.4845268365611	1.98476032353266	9
GDAP2	5.5912523070795	-6.05607908100503	2
NDUFA13	-7.90726545107721	-6.51649485297498	17
NKX6-1	-2.97784147913503	-3.00082223618901	3
SARS2	-13.0742873298948	10.1912871618411	4
PROM2	-13.2413889927854	7.71706404217935	1
PRC1	-16.5919140233159	-0.38325394239422	11
CIART	-10.8206919949689	11.0394459306849	23
EFNA5	20.1897903812589	-3.65620903159283	10
NAP1L2	-3.15884835709729	-8.50965171613444	14
NRN1	6.68409699471944	-13.5888071718693	19
DCPS	-13.6904369599689	-0.124435683026746	9
IGIP	-4.92882276251923	-2.87112280708686	6
MRPL54	-12.1429355102877	-1.8873572437241	9
DPYSL3	5.44272837481073	2.46175521078111	12
SPEG	2.11487100987387	-11.9613613772358	16
KIF16B	12.0731000690471	-4.54049834462383	5
AQP5	-13.6386472285404	4.3513876349568	6
NCKAP5L	-5.80545564954939	11.0476442386866	1
POLR1D	4.50831209871246	-6.27332807356667	17
PGGT1B	0.850857648846364	-4.51361747832987	18
ATG9A	-5.90454293138971	-2.3474516713542	6
ABHD14A	-6.79694527557822	-5.32834413896352	17
