Gene	x	y	cluster
PEX11A	-13.6339575809971	2.11313397404192	9
PLB1	-4.55282552066242	14.4828656599155	4
PLAT	-3.15791716313443	2.10704783884834	3
PLAG1	1.41371070002514	-4.99866799924706	2
PLAC8L1	-5.31901219801333	11.4705662802549	4
KMT5B	11.5679742883179	-6.61508244307074	5
AKNA	-1.43930511388893	4.0406445597732	3
ALKBH1	0.974794455792719	-7.1805105419469	2
KIFAP3	16.8442927613218	-4.34690071158815	10
POLR1A	2.70993137614117	-8.30129545416953	2
STPG1	-0.902213479865789	7.55333150696086	3
PKN1	-3.61544736428274	5.73394644294154	6
GRIA2	19.8079327100011	-2.44705608235532	10
PKDCC	3.57138218428023	-12.3463647713336	16
PJA1	-9.8105538263511	1.53249613004162	6
PTDSS1	4.69521845975512	-9.29874546892045	2
PITPNM1	-6.66878234760375	4.90336926257205	3
ORC2	10.3755436555278	-7.13786044532623	5
PITPNC1	8.79504525354107	2.28955214931982	10
TJP1	18.249640507624	-1.55942157716136	10
PIP4K2A	14.1158255820428	-0.174186596335025	10
INTS6	12.5335206778202	-5.10115981132789	5
PINK1-AS	-16.7093298397084	6.46529749312651	4
PCDH10	10.8832757543067	0.510906530707645	5
PIK3R4	3.02520082490864	-5.99576527203133	2
PIK3IP1	-7.53636721145623	5.47327533414732	6
STK35	-0.110875214895548	-8.95649665939741	18
PIK3CB	14.6778141983564	-5.31428224887553	5
GABRQ	-0.781412329722075	1.78553326186223	3
PIK3C2B	3.21562203349139	-1.42484583728012	7
PIK3C2A	11.923112100385	-3.14421293758711	5
WDCP	-13.1579317545641	2.01554483882568	9
PIK3AP1	-2.65364109500694	4.37429637723935	25
PIH1D1	-11.8992470786939	-1.23284364470537	9
POU4F2	-16.9691910369661	8.59659554277643	1
DHRS7B	6.9019883452137	-8.9483488472391	5
ZNF821	4.66781709135657	-10.3330752409123	8
PIGV	-12.0972200376834	5.00140354218299	9
PIGU	7.58577172566381	-8.3311863185543	19
PIGT	-6.46904054106911	6.53713092634904	9
PIGS	-7.89417069228981	9.32511938884496	6
PIGO	-12.1342695259798	6.413184474742	1
PIGM	-12.070186313888	11.5474315121199	4
PIGA	-12.1557349983432	6.54245110048643	6
PIEZO2	5.38334416924918	5.26512250756029	7
PICALM	16.16908366103	-1.7173258653781	10
PPM1D	1.40213631327065	-4.63504776036861	2
PIANP	-1.86830260596908	-10.0187184721651	23
AIM2	0.683118654287224	4.49973562059689	9
PHLDA1	-3.25313214783512	0.792245067679798	3
SGK2	-6.87471698473723	4.40171214616187	7
PHKG2	-6.97491240084443	13.7829103929527	4
PARVG	-5.03906658347745	3.59810948941359	1
PHGDH	-15.2703347340252	-0.743856609686983	11
PHF3	14.2042062168077	-4.04990169873702	5
HERC6	1.34312856770365	-2.44677505062561	2
PHF14	17.8160872586436	-3.13486488061997	10
METTL16	3.99419782434961	-8.96904622911458	2
PHEX	-17.2166544072011	6.1928396620987	18
PHC3	15.3380697110711	-4.4673366655228	5
PHC2	12.1337030640058	-3.97923283119577	5
PHAX	-8.79300113557995	-2.90100548087131	6
PHACTR3	16.4966762538452	-0.839312899606791	10
PGBD4	-11.7794421333441	2.67695662786467	6
PGAP2	1.78475144538157	-10.4466397651159	2
PGAP1	13.0139559230068	-2.94680531221594	5
ARGLU1	16.8517820812928	-2.15143940711355	14
PGAM1	-6.75428247766264	-5.58779051190386	12
PFKFB4	-2.79058190582833	5.6028112290875	3
PFDN5	-9.62140176894356	-8.54643990231074	12
PFDN1	-5.57460535455235	-7.13395022713025	17
PFAS	-10.2053423023725	8.81439634540652	1
PEX6	2.18185584364563	-10.9136666283429	2
COPS6	-5.78802776912821	-6.65336540052893	17
PEX5	3.4799682223786	-7.16669249970252	2
PEX3	10.0365403638879	-6.68457637859485	5
PDCL	-5.14068376600087	7.03787420944092	18
PEX26	0.918195934523295	-8.98834658489906	2
PEX2	-3.94566059765768	7.60477159022075	9
PEX11G	-12.178920603403	8.42335839712355	1
PEX11B	-7.50546203716332	8.80934790394801	9
PET117	-14.144973590042	5.21626734711072	4
PET100	-15.8277856654643	3.79791139561682	15
PES1	-11.857092291738	1.51329931154401	9
PER1	1.37901596087559	7.49563674992612	13
HEATR4	1.36385662893177	-9.03737072836331	2
PEMT	-6.8403373178457	9.94033242247134	4
PELI3	-10.0550401949211	2.83305758589255	6
ATP6V0A1	15.9591343913774	-5.3238477380732	14
PEF1	-11.0249506882321	-0.616962843798105	9
ENO4	2.82276545825485	-2.15575796261875	22
PPP1R14C	7.71576805844749	-0.853277431443671	2
INA	-6.01474114320202	-9.2333038010181	14
PDZRN3	21.3698425370165	-3.75378089258324	10
SRR	-14.3466555355928	0.945984926836386	9
RAB1A	10.4417774680717	-7.87095287041375	5
ZNF621	-2.24087804602878	7.36360015729833	4
PDXK	10.6134839476725	-9.986643704121	19
PDS5B	17.1210111465955	-3.98868731159183	10
PDS5A	15.7403706509299	-4.7526109918943	5
PDPN	-3.93632922167546	1.65382344740554	3
PDPK1	-1.22107969639314	-9.51205700286869	2
PDP1	6.3139256233288	-4.02087768342752	19
PTPN14	7.95954959059204	-1.69663501453751	19
PDLIM2	-7.99009052301249	0.128951937203378	9
PDK4	-3.34259229219008	0.494948929673173	13
PDK3	13.1010930955957	-8.2462632398708	5
PDIA4	-7.62413619155712	1.5313538424958	9
PDGFRB	-3.2097846956696	1.21181014241895	3
DIRAS2	6.76165045680372	-13.3609660737269	19
PDE4DIP	14.0486398065022	-6.8795365836746	5
TIPRL	6.09192891516538	-6.50934377803539	2
PDE4C	-4.69944517409503	14.2521190986353	4
CD47	17.0312122138379	-4.80506512300993	10
SETDB1	1.12628248182187	-7.86375445466335	2
TMX3	9.8893149362888	-5.78312586262721	5
PDCD6	5.03235757694266	-7.77280913513257	17
PDAP1	-9.94758082291144	-4.00735512266109	9
PCYT1A	1.31206604241172	-9.47110060748787	2
MYO1B	6.91278521996257	0.124038241762874	22
NUDT22	-12.0346815224584	-0.164092827478869	9
PCSK1N	11.882954962468	-1.1283655456497	14
DZIP1	13.3859968911419	-4.97206250317322	5
EHD1	-10.9229443583593	3.88688815251107	6
ZNF254	11.2158298806675	-6.65058519128475	5
PCNX2	18.6297699098029	-3.56953063079833	10
PCNX1	16.6962395124679	-4.10054895026306	10
PRKG1	20.8824886084699	-2.20149921309044	10
HSPA5	-6.39330232377119	-6.04083955879494	17
RPL22	-10.0368275741686	-8.0789466550495	12
RAP2C	-17.2441146646028	5.65617561672461	18
XRRA1	10.7971539311027	-4.5617355602917	5
PCDHB4	-6.19641497892549	6.73735362405876	9
PCDHB15	-10.7738054219058	5.75403182923132	6
PCDHB14	-5.9282805646232	8.70629753500366	6
PCDHB13	-10.3736341592718	7.08235672434901	1
SERP1	8.1662263236551	-5.13245427805403	14
PCDHB12	-9.82423569770088	7.02889597200771	6
MTR	14.759067955818	-5.14506692733275	5
PRR14L	9.98698428366413	-8.88360267798379	19
PCDHA7	-14.8006598136188	8.98032490289541	1
KLF8	-0.276375719093281	8.95115826757273	4
PCDHA3	-14.5448295920167	3.34016140183179	1
PCDHA11	-11.5534102438946	7.05960010445571	1
SPATA33	-6.16369730211953	12.5638119113737	9
PCDH8	-0.882965769799437	1.12529376527784	8
PCDH11X	20.8783107273157	-2.65594282321727	10
NCKAP1	16.9867782503221	-4.55220779968893	10
OTUD7A	18.1582424278621	-1.76227678342375	10
PTPN13	9.55260160646209	-1.7104494355741	10
PCBP4	1.17693938123602	9.17152799904389	3
PCBP3	13.2443945318209	-12.42153858569	10
PC	0.837258834138458	-3.42607738355381	2
PBRM1	13.1378702761622	-5.48029385454687	5
BCL2L2	-4.80099008826681	-3.49586730610068	16
PBDC1	-12.9483868724379	-0.283312113527264	9
ZNF222	-12.8043624779234	3.21348493099047	9
PAXIP1	2.03343911116698	-6.46154633652921	2
PAXBP1-AS1	-3.89282237823831	8.07857587965893	4
PAX6	-3.55349440157234	-0.12602121486252	3
DNER	8.35774852303985	2.25557538303811	10
PAX5	-1.03597355232703	2.26461324011258	3
STAT2	3.95333602317205	-10.0729374538428	7
PARVB	1.1411831226267	-9.5952582031363	2
PARVA	6.54199210753475	-0.537768498371512	14
PARS2	-13.2304786547453	3.31153158219738	6
PARPBP	-3.12168977071188	7.01063917170875	11
PARP6	-0.064157083994647	-7.64803686165551	2
PARP4	-2.81569538894073	3.92140355632395	3
PARP2	-8.31693905755188	-2.25059425917371	9
PARP14	-2.67563436633549	4.20917104641113	3
SRRM4	19.7419311093275	-4.61886282158974	10
PARP12	-3.07871129741575	3.6290310140016	3
SERTAD3	-12.0770373145395	3.40924296800806	6
PARN	9.78274862085914	-7.71522006023959	5
PARL	2.54122901347737	-8.18335850528027	2
PARD6B	-3.10335283235033	10.2970580068922	4
PARD3	7.33778384814402	3.1317186760841	10
PAQR8	-6.03601532311206	2.0774423251094	12
PAQR6	-6.25624164590829	1.81710173100816	7
PAQR3	7.10776655922828	-6.27837305786384	16
PAPSS1	13.6774275173703	-6.57860163439908	5
C16orf95	1.65078501336258	-7.99722530491696	2
PAOX	-13.1662533783706	11.3362981580601	4
COQ3	-6.0131141613804	6.69046094169192	9
PANK4	-13.0430337015481	10.0267210084847	6
HCN2	-2.08681651269323	-3.33705701630294	7
PDE5A	10.2540345121278	-2.67976181689793	22
PAN3	16.0225393595704	-3.34787581585736	5
MEX3D	-14.5820666318882	9.33856996470973	6
PAN2	-9.07004691055879	11.6832894374532	4
PAM	20.6025169421849	-4.12768198630962	10
PALMD	5.85675101364771	-14.1298530147126	20
MAMDC4	-17.324894056192	5.98162736474425	18
PALLD	8.05835359013011	1.97987987695747	10
PAK5	18.9260249888706	-4.7952218516012	10
BAP1	-10.2782547408945	4.36396608606774	24
PAK3	19.6299716079429	-3.31247417911258	10
VAT1	-8.36678620266332	0.7450983838528	3
PAIP1	0.0351175675358384	-5.66787270274552	17
POLR3D	-14.4706934862939	9.01536473336992	1
CAPZA1	7.42025209661212	-5.29914595079876	5
ALG6	1.16104743760445	-6.06704225192563	2
ZSWIM1	-12.9054424689897	5.79840492666493	1
SERPING1	-4.0894208384907	2.64338834386229	3
PAG1	8.66161889499002	-0.262257291380154	7
PAFAH1B3	-10.7576666489578	-6.39869155541064	12
PAFAH1B2	-2.30543018235354	-9.05096798879418	2
SUV39H1	-12.924654007231	5.6049663469019	1
PACRG	18.6220845543961	-4.73589226283409	10
C11orf87	7.53910061285167	-2.91037590513248	8
PABPC4	-7.08097901733987	9.70709859059476	6
PNPT1	8.71965854888621	-6.23197761157366	19
PABPC3	-14.4667168484387	9.33954070597937	1
PABPC1L2A	-12.0205592655241	4.50157676150757	6
P4HB	-6.20632961909106	-4.16376926953835	9
PTPN5	13.0021056786212	-10.2862647045	5
SLC35E3	9.63905162628479	-9.31288765480793	19
P4HA2	-4.20789651494723	6.01208896495643	18
P2RX4	-5.66968384647263	10.7974022873321	4
SLC7A1	6.0632454652184	-2.41618698512183	2
OXLD1	-10.4984578163383	4.94397958004719	9
OVOL1	-13.1581797209822	7.19254470991161	1
OVGP1	-9.45910528721069	12.1272791704358	4
OTUD5	-0.851171175703018	-8.47697891870009	2
NSUN7	-1.548176645558	3.31929630881254	3
ZNF761	-13.575473829841	10.8595747720823	4
OSCP1	-5.5224589742054	10.7106244198303	9
VPS35	6.30193636910972	-4.93905993432109	14
OSBPL9	13.8620976565897	-1.53382408685609	5
OSBPL8	18.252314937161	-3.85817083153589	10
SPCS2	-6.63832183983298	-7.48763266765957	17
OSBPL11	2.47013268478784	-1.13056501380513	3
OSBPL10	10.9303320806658	-0.413244393670708	5
ORMDL3	-17.3664296317001	5.21200817832428	18
ORC4	12.9309802754019	-5.17686038710828	5
PSMG1	-10.7053456156893	-0.981934951148706	9
ORC3	11.1826462507743	-6.01177297003676	5
CNTNAP3	6.07830339873993	-0.182858569519984	7
ORAI2	-1.55943092861226	-9.67503945093844	2
B3GNT7	-4.81945917243627	2.02076851589237	3
MINPP1	1.45235458840053	-5.96892946176285	2
TM2D3	-5.55060620770011	-8.3783064165206	14
LACC1	-5.69600818924134	3.67871389790092	4
DMTF1	13.2068188894512	-4.01596749999155	5
VWCE	-6.48856100430051	12.4425294794693	4
ARAP3	-11.293686511181	11.5880793144626	4
SYT11	11.7603070326075	-2.18582369817609	14
IGFBP4	-2.9777149368437	1.98136994375799	3
ANO5	17.0024202880025	-6.28775178759379	10
PCYOX1L	-6.49339049947118	10.0598107456421	6
CDKAL1	16.6275986228634	-3.11437610279521	10
CDK15	-1.16413680190161	2.89537065696292	1
DNAJA1	-6.47383144633648	-7.53768324009651	17
PROS1	5.01362740385275	-0.161664220293331	20
TMEM185A	-4.46794163163598	9.41235910390191	4
FARS2	17.1348394525376	-4.01771865919146	10
PICK1	-6.87423974197294	13.9355671345492	4
KMT2D	0.499037929394527	-9.0632882107632	2
DCHS1	-8.05741980938945	3.88903416349824	6
VMP1	13.2310705521791	-4.42018226237503	5
ZNF350	-8.63283710054245	8.05156307367257	1
CDR2L	-6.35330148906623	4.23035015850311	3
MAPKAP1	13.59861878658	-5.69481743685878	5
AKIRIN2	-7.15347423770309	-3.23689076628803	6
TTYH1	-3.8470553418608	-0.879000548593531	11
LRP2	5.3261679695089	5.16515412500108	7
C5orf22	-3.16341727652558	9.93945995971655	4
BRD7	-0.337821830097804	-5.77894743832909	2
POLI	0.97287094559306	-5.56822046856003	2
MTERF4	3.86169928366902	-7.9181879346662	2
DVL3	-6.93758797395627	11.9007623982797	4
SRPRB	-5.71246540140261	7.34307485355743	9
SLC5A6	-10.3521782772793	10.2656172971354	1
SSC4D	-10.6547273005736	7.91157652748701	9
LOH12CR2	-13.7770087199298	4.97843329658859	1
LMBR1L	-3.82637208312757	11.5823951196726	4
BUD13	-7.65646142715611	7.98536746979481	6
PARD6A	-9.5822684664173	0.50963813107485	15
MIEN1	-11.753652528	-2.7867734846434	9
LZTS3	8.54536124063842	-12.122829842343	19
UIMC1	11.1179980708149	-6.9844082412202	5
WDR73	-3.51966737924377	10.58324701195	4
OPA1	13.8203917413155	-5.40691257247738	5
OLMALINC	4.40243829053675	5.68604349371103	7
OLFM2	4.19675941025264	1.65914592524577	3
PAPLN	-2.42548801112264	1.29678274455437	3
MOAP1	-5.03472430402909	-8.09619904595593	17
OIP5-AS1	2.07448615216887	13.5299730121879	2
OSBPL6	19.1515308762106	-3.68638542787743	10
OGG1	-3.11221368640328	11.7693417868097	9
OGFRL1	5.83959362153695	-0.703156456676746	10
OGFR	2.17677038599344	-11.2490519536073	16
PBX2	-9.13241045940573	11.9561647565526	4
GMCL1	10.599608846253	-7.92393754954805	5
PINK1	-4.96931823759431	-7.75554562774476	17
OGDHL	-1.7412958586863	-2.77212223940663	16
GTPBP6	-12.4666184056134	12.5071794913034	4
OCRL	3.31718077250413	-7.81403937473892	13
OCIAD1	12.4146947904264	-1.91385394320222	14
